,genes,expression
95,ENSG00000005483,-0.0680240569611855
96,ENSG00000005486,0.123976734751143
97,ENSG00000005513,0.9957252061563
98,ENSG00000005700,-0.938922386556715
99,ENSG00000005801,-0.973726243009754
100,ENSG00000005810,0.229144009396066
101,ENSG00000005812,-0.724360383003646
102,ENSG00000005844,-0.976197884035855
103,ENSG00000005882,0.567409856293557
104,ENSG00000005884,0.90736345229566
105,ENSG00000005889,0.0864452576613965
106,ENSG00000005893,0.856349641092289
107,ENSG00000005961,-0.56797821378654
108,ENSG00000005981,-0.982233135487916
109,ENSG00000006007,0.517994862870394
110,ENSG00000006015,0.524191764657571
111,ENSG00000006025,0.471249113711877
112,ENSG00000006042,0.886540581265425
113,ENSG00000006047,0.108027674546425
114,ENSG00000006062,-0.384184209933538
115,ENSG00000006071,0.529097461214253
116,ENSG00000006118,0.654225768730547
117,ENSG00000006125,-0.988784870077282
118,ENSG00000006128,-0.956010836317106
119,ENSG00000006194,-0.96796959334671
120,ENSG00000006210,-0.873748425826496
121,ENSG00000006282,-0.928284599453876
122,ENSG00000006283,-0.436315196264347
123,ENSG00000006327,0.449481735312526
124,ENSG00000006432,-0.977076379233119
125,ENSG00000006451,-0.997888152650075
126,ENSG00000006453,-0.932516524158533
127,ENSG00000006459,0.593306525467383
128,ENSG00000006468,0.229144013497478
129,ENSG00000006530,0.0785819147810969
130,ENSG00000006534,0.0125395401875079
131,ENSG00000006555,-0.961573568992636
132,ENSG00000006576,-0.983469940921636
133,ENSG00000006607,0.84211719784386
134,ENSG00000006611,-0.899699258759462
135,ENSG00000006625,-0.667359651448309
136,ENSG00000006634,0.988079004360893
137,ENSG00000006638,-0.991061445786733
138,ENSG00000006652,-0.896789237394784
139,ENSG00000006659,0.97495366910698
140,ENSG00000006695,-0.953024092811068
141,ENSG00000006704,0.808158423703441
142,ENSG00000006712,-0.269459738185715
143,ENSG00000006715,0.0334119769048912
144,ENSG00000006740,-0.993306971216828
145,ENSG00000006744,0.562619904763257
146,ENSG00000006747,-0.222267225116722
147,ENSG00000006756,-0.403022950386991
148,ENSG00000006757,0.593786901237254
149,ENSG00000006788,-0.897993203552928
150,ENSG00000006831,-0.999680105051125
151,ENSG00000006837,0.302006508010085
152,ENSG00000007001,-0.816014373001016
153,ENSG00000007038,-0.328952079475993
154,ENSG00000007047,-0.174742841718254
155,ENSG00000007062,0.367968478709666
156,ENSG00000007080,0.972730906805571
157,ENSG00000007129,-0.933075626025896
158,ENSG00000007168,-0.999854923941202
159,ENSG00000007171,-0.91838906664724
160,ENSG00000007174,-0.999999999999945
161,ENSG00000007202,0.933554509752016
162,ENSG00000007237,-0.99854808624658
163,ENSG00000007255,-0.759549809818714
164,ENSG00000007264,0.307538959375371
165,ENSG00000007312,-0.954644964457632
166,ENSG00000007314,0.144802400474595
167,ENSG00000007341,-0.95596210339968
168,ENSG00000007350,0.909214796859674
169,ENSG00000007372,-0.460380850894754
170,ENSG00000007376,-0.936320395222712
171,ENSG00000007384,0.593306525467383
172,ENSG00000007392,-0.634676005898309
173,ENSG00000007402,-0.0550603613072265
174,ENSG00000007516,-0.602587471504303
175,ENSG00000007520,-0.868550760685089
176,ENSG00000007541,0.554349859511615
177,ENSG00000007545,-0.993266968275787
178,ENSG00000007866,-0.979911333257086
179,ENSG00000007908,-0.91930088150432
180,ENSG00000007923,0.158257253974188
181,ENSG00000007944,-0.989604883304661
182,ENSG00000007952,0.364572211846479
183,ENSG00000007968,0.383062484842897
184,ENSG00000008018,0.193235997683582
185,ENSG00000008056,-0.458560416293023
186,ENSG00000008083,0.229144013497478
187,ENSG00000008086,0.557434445099408
188,ENSG00000008118,0.249994097837191
189,ENSG00000008128,0.499389535494148
190,ENSG00000008130,-0.70929513539339
191,ENSG00000008256,-0.404839206380872
192,ENSG00000008277,0.85483801930053
193,ENSG00000008282,0.747019505422788
194,ENSG00000008283,-0.280508204824243
195,ENSG00000008294,0.788581572676641
196,ENSG00000008300,0.685654171020819
197,ENSG00000008311,0.10325815710318
198,ENSG00000008323,-0.999999999999337
199,ENSG00000008324,0.351457465085868
200,ENSG00000008382,-0.989434480634609
201,ENSG00000008394,-0.686543291875826
202,ENSG00000008405,-0.963281180606652
203,ENSG00000008438,-0.969865078522355
204,ENSG00000008441,0.52863942259431
205,ENSG00000008513,0.524477951489023
206,ENSG00000008516,-0.746461037733231
207,ENSG00000008517,0.923157610429507
208,ENSG00000008710,-0.433589373180594
209,ENSG00000008735,0.590023190451303
210,ENSG00000008838,-0.627443046208696
211,ENSG00000008853,0.403563539095102
212,ENSG00000008869,-0.97995764986624
213,ENSG00000008952,-0.942900031945569
214,ENSG00000008988,0.0182663738851938
215,ENSG00000009307,-0.732436448227707
216,ENSG00000009335,0.547923073174362
217,ENSG00000009413,-0.846317673105691
218,ENSG00000009694,-0.958777814324926
219,ENSG00000009709,-0.874578884210933
220,ENSG00000009724,0.562619904763257
221,ENSG00000009765,-0.980876451950419
222,ENSG00000009780,-0.890266859588842
223,ENSG00000009790,-0.730928632490289
224,ENSG00000009830,0.480996276446208
225,ENSG00000009844,0.485047880494173
226,ENSG00000009950,-0.998112726510408
227,ENSG00000009954,-0.761942143825651
228,ENSG00000010017,0.0861348232390429
229,ENSG00000010030,-0.996200221813137
230,ENSG00000010072,-0.815229209450308
231,ENSG00000010165,-0.999999999999802
232,ENSG00000010219,-0.542419753258509
233,ENSG00000010244,-0.992561707433931
234,ENSG00000010256,-0.247315051524871
235,ENSG00000010270,-0.983995892435213
236,ENSG00000010278,0.292086464891727
237,ENSG00000010282,0.917967756343945
238,ENSG00000010292,-0.997482024015483
239,ENSG00000010295,-0.904332710493696
240,ENSG00000010310,-0.999404833054616
241,ENSG00000010318,0.557434445099408
242,ENSG00000010319,-0.369833034663364
243,ENSG00000010322,0.800452175381355
244,ENSG00000010327,0.410034869943968
245,ENSG00000010361,0.611015498012231
246,ENSG00000010379,0.524111449735091
247,ENSG00000010404,0.293308857222134
248,ENSG00000010438,-0.875670613849938
249,ENSG00000010539,-0.210425194471284
250,ENSG00000010610,0.304884351346691
251,ENSG00000010626,0.701611004197243
252,ENSG00000010671,-0.878966902011069
253,ENSG00000010704,0.0337404230467455
254,ENSG00000010803,0.625952308571818
255,ENSG00000010810,0.0033133287322664
256,ENSG00000010818,-0.881111003494204
257,ENSG00000010932,0.103930381209312
258,ENSG00000011007,-0.996417326156897
259,ENSG00000011009,0.868958585577416
260,ENSG00000011021,-0.9470947799653
261,ENSG00000011028,0.1389978648651
262,ENSG00000011052,0.649748061286715
263,ENSG00000011083,0.140930417406031
264,ENSG00000011105,-0.979088765211318
265,ENSG00000011114,-0.999999999999981
266,ENSG00000011132,-0.620774318360819
267,ENSG00000011143,-0.882035820306946
268,ENSG00000011198,0.547923073174362
269,ENSG00000011201,-0.459462741180678
270,ENSG00000011243,-0.999916546054683
271,ENSG00000011258,-0.363303696139037
272,ENSG00000011260,-0.539550788916433
273,ENSG00000011275,-0.384135319839204
274,ENSG00000011295,-0.999073692121598
275,ENSG00000011304,-0.0332053538014558
276,ENSG00000011332,0.375269007306516
277,ENSG00000011347,-0.971755248246656
278,ENSG00000011376,0.0225005896608377
279,ENSG00000011405,-0.790595580876645
280,ENSG00000011422,0.872684469754803
281,ENSG00000011426,0.302959320105483
282,ENSG00000011451,-0.837330081983701
283,ENSG00000011454,0.593306525467383
284,ENSG00000011465,-0.989212283304601
285,ENSG00000011478,0.116065480994208
286,ENSG00000011485,-0.402785587511413
287,ENSG00000011523,-0.3802023739334
288,ENSG00000011566,-0.695152514871156
289,ENSG00000011590,-0.217928608898485
290,ENSG00000011600,0.0744680125773352
291,ENSG00000011638,-0.987875409358931
292,ENSG00000011677,0.117758373191345
293,ENSG00000012048,-0.680974751485233
294,ENSG00000012061,-0.823865725599496
295,ENSG00000012124,-0.997977192463866
296,ENSG00000012171,-0.2856511023362
297,ENSG00000012174,0.10303474309493
298,ENSG00000012211,0.133254315031051
299,ENSG00000012223,0.403563539095102
300,ENSG00000012232,-0.97909997302202
301,ENSG00000012504,0.775419653565734
302,ENSG00000012660,-0.990367166072087
303,ENSG00000012779,-0.303649844788602
304,ENSG00000012817,0.317100880700516
305,ENSG00000012822,-0.99032737286081
306,ENSG00000012963,-0.897129916044076
307,ENSG00000012983,0.964836006360235
308,ENSG00000013016,-0.659091589448404
309,ENSG00000013275,-0.888733009738861
310,ENSG00000013288,-0.931231010408053
311,ENSG00000013293,-0.798529545806802
312,ENSG00000013297,-0.87126589556644
313,ENSG00000013306,0.658274388075268
314,ENSG00000013364,0.0334119775299182
315,ENSG00000013374,-0.347676904686144
316,ENSG00000013375,-0.996380823487026
317,ENSG00000013392,0.524921606381925
318,ENSG00000013441,-0.987679829785628
319,ENSG00000013503,-0.947903174160073
320,ENSG00000013523,-0.645824950216298
321,ENSG00000013561,0.446932509473237
322,ENSG00000013563,0.0391944907183991
323,ENSG00000013573,-0.985980194708589
324,ENSG00000013583,-0.629970888225761
325,ENSG00000013588,0.0300385556858319
326,ENSG00000013619,0.520947181939323
327,ENSG00000013725,-0.970291342241209
328,ENSG00000013810,-0.989585694708416
329,ENSG00000014123,-0.532214736071293
330,ENSG00000014138,0.593786901237254
331,ENSG00000014164,0.593786901237254
332,ENSG00000014216,-0.999970878594655
333,ENSG00000014257,-0.0563643617963917
334,ENSG00000014641,-0.87802836855789
335,ENSG00000014824,0.593306525467383
336,ENSG00000014914,-0.54103816981257
337,ENSG00000014919,-0.929355231570804
338,ENSG00000015133,0.425890089259266
339,ENSG00000015153,-0.99897918755048
340,ENSG00000015171,-0.842287609218574
341,ENSG00000015285,0.877000450066821
342,ENSG00000015413,0.164751534654761
343,ENSG00000015475,-0.225284062341472
344,ENSG00000015479,0.555547253992902
345,ENSG00000015520,0.588224394798753
346,ENSG00000015532,0.962052594846596
347,ENSG00000015568,0.403563539095102
348,ENSG00000015592,0.0030033599751396
349,ENSG00000015676,0.229144017887955
350,ENSG00000016082,0.246857134899365
351,ENSG00000016391,-0.494380737204795
352,ENSG00000016490,-0.918872901382668
353,ENSG00000016602,0.403563539095102
354,ENSG00000016864,0.590047379692715
355,ENSG00000017260,-0.890904963524924
356,ENSG00000017427,0.608039296891474
357,ENSG00000017483,0.45902995236033
358,ENSG00000017797,-0.486447698273538
359,ENSG00000018189,-0.906449519630761
360,ENSG00000018236,-0.976621104544757
361,ENSG00000018280,0.478647200260928
362,ENSG00000018408,-0.0333614990660474
363,ENSG00000018510,-0.929851336100888
364,ENSG00000018610,-0.0088614440967876
365,ENSG00000018625,0.379345992770722
366,ENSG00000018699,-0.674335992186794
367,ENSG00000018869,-0.99446453934089
368,ENSG00000019102,0.266216367318895
369,ENSG00000019144,-0.226222278830416
370,ENSG00000019169,0.440641575580361
371,ENSG00000019186,0.5755958168041
372,ENSG00000019485,-0.102919783876552
373,ENSG00000019505,0.446682145141126
374,ENSG00000019582,0.590023190451303
375,ENSG00000019991,-0.586789560543599
376,ENSG00000019995,-0.975406645038116
377,ENSG00000020129,0.357761414421665
378,ENSG00000020256,0.662203497954209
379,ENSG00000020426,-0.623436052300357
380,ENSG00000020577,0.485914830133332
381,ENSG00000020633,0.946016438244635
382,ENSG00000020922,0.448546843062637
383,ENSG00000021300,-0.968824917466025
384,ENSG00000021355,0.511450912197695
385,ENSG00000021461,-0.057683115211201
386,ENSG00000021488,-0.99999999999995
387,ENSG00000021574,-0.99617868754606
388,ENSG00000021645,0.747019505422788
389,ENSG00000021762,-0.999999999999928
390,ENSG00000021776,0.906820837014551
391,ENSG00000021826,0.0456765454439372
392,ENSG00000022267,-0.981333976374075
393,ENSG00000022277,-0.737720432472545
394,ENSG00000022355,0.433911927666903
395,ENSG00000022556,0.376764589188533
396,ENSG00000022567,-0.544040734642711
397,ENSG00000022840,-0.979611060260287
398,ENSG00000022976,-0.827254754921887
399,ENSG00000023041,0.999999746652065
400,ENSG00000023171,-0.0680020701170945
401,ENSG00000023228,0.985671060931871
402,ENSG00000023287,-0.459352399694802
403,ENSG00000023318,-0.99890276303607
404,ENSG00000023330,-0.848007489230923
405,ENSG00000023445,0.149208179245349
406,ENSG00000023516,0.472884849021279
407,ENSG00000023572,0.804118977692334
408,ENSG00000023608,0.978393974394541
409,ENSG00000023697,0.284138156632693
410,ENSG00000023734,-0.956176258664701
411,ENSG00000023892,0.314612756254443
412,ENSG00000023902,0.891980546640462
413,ENSG00000023909,-0.0131586747827801
414,ENSG00000024048,-0.702964939486544
415,ENSG00000024422,0.2852439146085
416,ENSG00000024526,0.25581557007151
417,ENSG00000024862,0.156773820042543
418,ENSG00000025039,0.492001841259951
419,ENSG00000025156,0.768117610034055
420,ENSG00000025293,-0.914434200895364
421,ENSG00000025423,0.499389535494148
422,ENSG00000025434,-0.375261654795306
423,ENSG00000025708,0.403563539095102
424,ENSG00000025770,-0.393180110964254
425,ENSG00000025772,0.303902273657228
426,ENSG00000025796,0.805406761340269
427,ENSG00000025800,0.659200612297689
428,ENSG00000026025,0.277947291662476
429,ENSG00000026036,0.887655942314372
430,ENSG00000026103,-0.891308619772433
431,ENSG00000026297,0.712618182817119
432,ENSG00000026508,0.329043366255356
433,ENSG00000026559,0.644210511360089
434,ENSG00000026652,-0.548392864259508
435,ENSG00000026751,-0.592468103189831
436,ENSG00000026950,-0.996112320703455
437,ENSG00000027001,-0.716331180942578
438,ENSG00000027075,0.252806388523803
439,ENSG00000027644,-0.994969374683024
440,ENSG00000027697,0.479247013231962
441,ENSG00000027847,-0.977824444071619
442,ENSG00000027869,-0.931590224515676
443,ENSG00000028116,-0.0759982712069506
444,ENSG00000028137,0.244426356758354
445,ENSG00000028203,0.649913071392321
446,ENSG00000028277,0.52403511644574
447,ENSG00000028310,0.485747792886222
448,ENSG00000028528,-0.832903848773103
449,ENSG00000028839,-0.926423421865876
450,ENSG00000029153,-0.758519470507833
451,ENSG00000029363,0.469154403032298
452,ENSG00000029364,0.747019505422788
453,ENSG00000029534,-0.874523158734862
454,ENSG00000029639,0.81031845551005
455,ENSG00000029725,0.593786901237254
456,ENSG00000029993,0.605869215394338
457,ENSG00000030066,0.493634321743041
458,ENSG00000030110,-0.979129788271273
459,ENSG00000030419,0.421406120654089
460,ENSG00000030582,-0.502323174018317
461,ENSG00000031003,0.611117237469471
462,ENSG00000031081,0.775613992379654
463,ENSG00000031691,0.151492895742694
464,ENSG00000031698,-0.0006179973054387
465,ENSG00000031823,0.302323840692012
466,ENSG00000032219,-0.338188896272912
467,ENSG00000032389,-0.549463585883006
468,ENSG00000032444,0.116208422322009
469,ENSG00000032742,-0.810004657172642
470,ENSG00000033011,0.406560871556421
471,ENSG00000033030,-0.985037642234047
472,ENSG00000033050,0.0334119803455053
473,ENSG00000033100,-0.75403589551046
474,ENSG00000033122,-0.985388789302281
475,ENSG00000033178,-0.997958560535772
476,ENSG00000033327,-0.974383232314416
477,ENSG00000033627,-0.757575198831333
478,ENSG00000033800,-0.194961956058031
479,ENSG00000033867,-0.0429566501766906
480,ENSG00000034053,0.557434445099408
481,ENSG00000034152,-0.960956378662909
482,ENSG00000034239,-0.826826730229819
483,ENSG00000034510,-0.288262656737865
484,ENSG00000034533,0.731976736171751
485,ENSG00000034677,-0.984196322460649
486,ENSG00000034693,0.992171176588024
487,ENSG00000034713,-0.961178922298247
488,ENSG00000035115,0.45216043633286
489,ENSG00000035141,-0.993866659097471
490,ENSG00000035403,-0.95585186598811
491,ENSG00000035499,-0.887661751159429
492,ENSG00000035664,0.0954635112257458
493,ENSG00000035681,0.511450912197695
494,ENSG00000035687,0.670689449473339
495,ENSG00000035720,-0.961540350833091
496,ENSG00000035862,0.564326335562729
497,ENSG00000035928,0.0380826644362297
498,ENSG00000036054,-0.811508885598814
499,ENSG00000036257,0.243785614222778
500,ENSG00000036448,-0.831702554838365
501,ENSG00000036530,-0.983683106233531
502,ENSG00000036549,-0.365379725817146
503,ENSG00000036565,-0.986855380098852
504,ENSG00000036672,-0.966463487817784
505,ENSG00000036828,0.0555983126966331
506,ENSG00000037042,-0.121822462678226
507,ENSG00000037241,0.618493058902836
508,ENSG00000037280,0.590023190451303
509,ENSG00000037474,-0.540214920313433
510,ENSG00000037637,-0.999999999999989
511,ENSG00000037749,-0.600822063260056
512,ENSG00000037757,0.303491601285707
513,ENSG00000037897,0.688738356341451
514,ENSG00000037965,0.44586370898312
515,ENSG00000038002,-0.910700361231091
516,ENSG00000038210,-0.224355362336949
517,ENSG00000038219,-0.295822945394718
518,ENSG00000038274,-0.950994187273707
519,ENSG00000038295,-0.980791936787509
520,ENSG00000038358,-0.334338621095352
521,ENSG00000038382,0.547923073174362
522,ENSG00000038427,-0.139272730765509
523,ENSG00000038532,-0.474773437995839
524,ENSG00000038945,-0.777988345858771
525,ENSG00000039068,0.371880087507799
526,ENSG00000039123,0.0274684767335482
527,ENSG00000039319,-0.977343677216922
528,ENSG00000039523,-0.969090578971087
529,ENSG00000039560,0.557884542727854
530,ENSG00000039600,0.764623499068646
531,ENSG00000039650,0.795405594487041
532,ENSG00000040199,0.891980546640462
533,ENSG00000040275,0.0539352357231404
534,ENSG00000040341,-0.440066907416423
535,ENSG00000040487,-0.974227532444865
536,ENSG00000040531,0.869486563923971
537,ENSG00000040608,-0.528446580236638
538,ENSG00000040633,-0.987980214080575
539,ENSG00000040731,-0.970495938528479
540,ENSG00000040933,0.980100758010645
541,ENSG00000041353,-0.924181942514497
542,ENSG00000041357,-0.631703261644123
543,ENSG00000041515,-0.999943416627447
544,ENSG00000041802,-0.971321891773573
545,ENSG00000041880,-0.602955931336829
546,ENSG00000041982,-0.997611132659085
547,ENSG00000041988,-0.88322815648255
548,ENSG00000042062,-0.979334237765093
549,ENSG00000042088,0.0334119803455053
550,ENSG00000042286,0.398330608975543
551,ENSG00000042304,0.659308499653419
552,ENSG00000042317,0.525496682157069
553,ENSG00000042429,0.410499805861359
554,ENSG00000042445,-0.574518272247787
555,ENSG00000042493,-0.999999999999968
556,ENSG00000042753,0.354205118674754
557,ENSG00000042781,0.678734869931365
558,ENSG00000042813,-0.868789333873668
559,ENSG00000042832,0.562619904763257
560,ENSG00000042980,0.457616731084527
561,ENSG00000043039,0.0654447567270978
562,ENSG00000043093,-0.512713694765806
563,ENSG00000043143,-0.757651659289079
564,ENSG00000043355,-0.999999974854287
565,ENSG00000043462,0.680614453878885
566,ENSG00000043514,0.746621743735071
567,ENSG00000043591,-0.849125750841262
568,ENSG00000044090,-0.950487348597156
569,ENSG00000044115,-0.449104482366777
570,ENSG00000044446,-0.583222755444732
571,ENSG00000044459,0.0452301718333745
572,ENSG00000044524,0.84211719784386
573,ENSG00000044574,0.683517626631567
574,ENSG00000046604,0.998382649501729
575,ENSG00000046647,0.987065212886451
576,ENSG00000046651,0.646987945372869
577,ENSG00000046889,-0.983830457417186
578,ENSG00000047056,-0.185817021786995
579,ENSG00000047188,-0.981124872943878
580,ENSG00000047230,0.538926644607978
581,ENSG00000047249,-0.989744272357454
582,ENSG00000047315,0.99926144049638
583,ENSG00000047346,0.499389535494148
584,ENSG00000047365,-0.842329901087322
585,ENSG00000047410,-0.667243403600723
586,ENSG00000047578,0.403563539095102
587,ENSG00000047579,-0.0068624672536005
588,ENSG00000047597,0.617114934485813
589,ENSG00000047617,-0.588029622476022
590,ENSG00000047621,-0.304931914729446
591,ENSG00000047634,0.649890919501433
592,ENSG00000047644,0.995300377597801
593,ENSG00000047648,0.593306525467383
594,ENSG00000047849,0.0665767756498697
595,ENSG00000047932,0.620165378326394
596,ENSG00000048028,0.403563539095102
597,ENSG00000048052,0.368339192357824
598,ENSG00000048140,-0.853977014983597
599,ENSG00000048162,-0.998467285437888
600,ENSG00000048342,0.142805717988249
601,ENSG00000048392,-0.511429239907389
602,ENSG00000048405,-0.875031295696188
603,ENSG00000048462,0.492001841259951
604,ENSG00000048471,-0.957046898375782
605,ENSG00000048540,-0.983189667347932
606,ENSG00000048544,-0.697497262896253
607,ENSG00000048545,0.84211719784386
608,ENSG00000048649,0.181613826188865
609,ENSG00000048707,-0.999029366773258
610,ENSG00000048740,0.896371382201967
611,ENSG00000048828,0.632888748075822
612,ENSG00000048991,0.5755958168041
613,ENSG00000049089,-0.539179666770731
614,ENSG00000049130,0.430683299265638
615,ENSG00000049167,0.648012262795665
616,ENSG00000049192,0.725446756779931
617,ENSG00000049239,0.544771484142603
618,ENSG00000049245,0.458480744341944
619,ENSG00000049246,-0.996665020312932
620,ENSG00000049247,-0.442917348468969
621,ENSG00000049249,-0.0610672584193486
622,ENSG00000049283,0.229144013497478
623,ENSG00000049323,0.403563539095102
624,ENSG00000049449,-0.931493325210589
625,ENSG00000049540,0.759795667891172
626,ENSG00000049541,-0.636308468216726
627,ENSG00000049618,-0.955064343013688
628,ENSG00000049656,-0.97061994031001
629,ENSG00000049759,-0.49073031748472
630,ENSG00000049768,0.425357086666005
631,ENSG00000049769,0.761913428587807
632,ENSG00000049860,0.535633051903388
633,ENSG00000049883,0.84211719784386
634,ENSG00000050030,-0.0162746615696063
635,ENSG00000050130,-0.892422509485477
636,ENSG00000050165,0.562619904763257
637,ENSG00000050327,-0.974899709810043
638,ENSG00000050344,-0.931702783003986
639,ENSG00000050393,-0.881836550912365
640,ENSG00000050405,-0.159723217362059
641,ENSG00000050426,-0.943353486516188
642,ENSG00000050438,0.84211719784386
643,ENSG00000050555,-0.805740433564449
644,ENSG00000050628,-0.622013454259858
645,ENSG00000050730,-0.265975755981394
646,ENSG00000050748,0.84211719784386
647,ENSG00000050767,-0.064784940384162
648,ENSG00000050820,0.943526743188666
649,ENSG00000051009,0.499389535494148
650,ENSG00000051108,0.876905379906361
651,ENSG00000051128,-0.894204123229886
652,ENSG00000051180,0.606485069740461
653,ENSG00000051341,0.923549622314084
654,ENSG00000051382,0.067685522585868
655,ENSG00000051523,0.229144013497478
656,ENSG00000051596,-0.838264314305421
657,ENSG00000051620,0.120111206751894
658,ENSG00000051825,-0.437626844284743
659,ENSG00000052126,-0.99670376268703
660,ENSG00000052344,-0.784341746233285
661,ENSG00000052723,0.0372323415739801
662,ENSG00000052749,-0.765402010750394
663,ENSG00000052795,0.264316467195386
664,ENSG00000052802,-0.844070908764345
665,ENSG00000052841,-0.798048818336454
666,ENSG00000053108,-0.987154920646558
667,ENSG00000053254,0.210137692382615
668,ENSG00000053328,0.375149489759415
669,ENSG00000053371,-0.122965371069911
670,ENSG00000053372,0.593786901237254
671,ENSG00000053501,0.70657659004948
672,ENSG00000053524,-0.221769038996983
673,ENSG00000053702,0.511450912197695
674,ENSG00000053747,-0.27949360803599
675,ENSG00000053770,0.140059619703622
676,ENSG00000053900,-0.934184810878298
677,ENSG00000053918,-0.999999999999699
678,ENSG00000054116,0.590023190451303
679,ENSG00000054118,-0.217665699731015
680,ENSG00000054148,0.71363505709821
681,ENSG00000054179,0.907079174738554
682,ENSG00000054219,-0.966758026407337
683,ENSG00000054267,-0.994293197091873
684,ENSG00000054277,0.769258470205471
685,ENSG00000054282,-0.733813744988612
686,ENSG00000054356,-0.0391178602780125
687,ENSG00000054523,0.527116345159504
688,ENSG00000054598,-0.969552139030749
689,ENSG00000054611,0.451311501390022
690,ENSG00000054654,0.242811772437254
691,ENSG00000054690,0.44946435813425
692,ENSG00000054793,-0.273324151860145
693,ENSG00000054965,0.495051904136887
694,ENSG00000054967,-0.167857938721759
695,ENSG00000054983,0.995617539465793
696,ENSG00000055044,0.271970061398344
697,ENSG00000055070,0.683517626631567
698,ENSG00000055118,0.0212353562478697
699,ENSG00000055130,-0.997017495869413
700,ENSG00000055147,0.590023190451303
701,ENSG00000055163,-0.510304800953905
702,ENSG00000055208,-0.0067092433924795
703,ENSG00000055211,0.794895676978465
704,ENSG00000055332,0.284952136299893
705,ENSG00000055483,-0.551760938319841
706,ENSG00000055609,0.547923073174362
707,ENSG00000055732,-0.175559155632565
708,ENSG00000055813,-0.982968930963281
709,ENSG00000055917,-0.0733928373775784
710,ENSG00000055950,0.96120038855028
711,ENSG00000055955,0.0
712,ENSG00000055957,-0.779327410471938
